url,posted_date,letter_date,company,issuing_office,subject
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wissner-bosserhoff-gmbh-690242-08302024,09/03/2024,08/30/2024,Wissner-Bosserhoff GmbH,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/100misterios-lda-688258-08302024,09/03/2024,08/30/2024,"100Misterios, LDA",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/good-karma-cigar-llc-691157-08292024,08/30/2024,08/29/2024,Good Karma Cigar LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-llc-dba-imperial-vapor-co-687180-08292024,08/29/2024,08/29/2024,Vape On LLC d/b/a Imperial Vapor Co.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/favorite-daughter-llc-dba-phoenix-vapor-shop-689176-08292024,08/29/2024,08/29/2024,"Favorite Daughter, LLC d/b/a Phoenix Vapor Shop",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shenzhen-moyeah-intelligent-life-technology-co-677092-08082024,08/28/2024,08/08/2024,Shenzhen Moyeah Intelligent Life Technology Co.,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/leel-tech-677297-08072024,08/28/2024,08/07/2024,LEEL Tech,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/adventure-innovations-llc-676842-08072024,08/28/2024,08/07/2024,Adventure Innovations LLC,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-pillows-inc-and-top-dog-direct-llc-676849-08072024,08/28/2024,08/07/2024,"Natures Pillows, Inc. and Top Dog Direct, LLC",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/anumed-international-llc-674310-08202024,08/27/2024,08/20/2024,"AnuMed International, LLC",Center for Drug Evaluation and Research (CDER),Finished Pharmaceutical/Unapproved New Drug/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/carsgen-therapeutics-corporation-686504-07262024,08/27/2024,07/26/2024,CARsgen Therapeutics Corporation,Center for Biologics Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/minland-texas-inc-687042-07232024,08/27/2024,07/23/2024,"Minland of Texas, Inc.",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eyepoint-pharmaceuticals-inc-679747-07122024,08/27/2024,07/12/2024,"EyePoint Pharmaceuticals, Inc.",Office of Pharmaceutical Quality Operations Division I,CGMP/Drugs/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/j-moniz-company-inc-689905-08072024,08/27/2024,08/07/2024,J. Moniz Company Inc.,Division of Northeast Imports,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/v3beyond-inc-dba-beyond-vape-690445-08162024,08/27/2024,08/16/2024,"V3Beyond, Inc. d/b/a Beyond Vape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/anglo-freight-usa-inc-688299-08052024,08/27/2024,08/05/2024,Anglo Freight USA Inc.,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turning-point-brands-inc-dba-vaporfi-690455-08162024,08/27/2024,08/16/2024,"Turning Point Brands, Inc. d/b/a VaporFi",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/apollo-future-technology-inc-690452-08162024,08/27/2024,08/16/2024,"Apollo Future Technology, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/1-stop-chicken-health-shop-689150-07292024,08/27/2024,07/29/2024,1 Stop Chicken Health Shop,Center for Veterinary Medicine,Unapproved New Animal Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/berkeley-biologics-llc-previously-operating-elutia-inc-orthobiologics-business-unit-formerly-aziyo,08/27/2024,06/28/2024,"Berkeley Biologics, LLC, previously operating as Elutia, Inc. – Orthobiologics Business Unit, formerly Aziyo Biologics, Inc.",Center for Biologics Evaluation and Research (CBER),"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/manabi-export-panama-sa-687475-08142024,08/20/2024,08/14/2024,Manabi Export Panama S.A.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/agustson-687113-08132024,08/20/2024,08/13/2024,Agustson A/S,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/virtue-vapes-690203-08122024,08/20/2024,08/12/2024,Virtue Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pl-bean-sprout-farm-680777-07312024,08/20/2024,07/31/2024,P&L Bean Sprout Farm,Division of Human and Animal Food Operations East II,Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/media-networks-sydney-pty-limited-687044-08152024,08/20/2024,08/15/2024,Media Networks Sydney Pty Limited,Center for Drug Evaluation and Research (CDER),Failure to Register and List
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eugia-pharma-specialities-limited-681905-08152024,08/20/2024,08/15/2024,Eugia Pharma Specialities Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/intercos-europe-spa-682273-08152024,08/20/2024,08/15/2024,Intercos Europe S.p.A,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/austrofood-sas-679052-08092024,08/15/2024,08/09/2024,AUSTROFOOD S.A.S.,Center for Food Safety and Applied Nutrition (CFSAN),"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/txsyn-int-llc-677014-07242024,08/13/2024,07/24/2024,Txsyn Int. LLC,Division of Human and Animal Food Operations West III,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/central-admixture-pharmacy-services-inc-687936-07102024,08/13/2024,07/10/2024,"Central Admixture Pharmacy Services, Inc.",Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bullykamp-products-llc-689278-07312024,08/13/2024,07/31/2024,BullyKamp Products LLC,Center for Veterinary Medicine,Unapproved New Animal Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nowrez-ismail-shukri-company-682810-07112024,08/13/2024,07/11/2024,Nowrez & Ismail Shukri Company,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/top-dog-pet-store-llc-dba-bulldog-cartel-689279-07312024,08/13/2024,07/31/2024,Top Dog Pet Store LLC dba The Bulldog Cartel,Center for Veterinary Medicine,Unapproved New Animal Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/konrad-rejdak-md-phd-671405-05292024,08/13/2024,05/29/2024,"Konrad Rejdak, M.D., Ph.D.",Center for Biologics Evaluation and Research (CBER),Bioresearch Monitoring Program/IRB
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/baylab-usa-llc-679001-06272024,08/13/2024,06/27/2024,"Baylab USA, LLC","OHT4: Office of Surgical and Infection Control Devices, Office of Product Evaluation and Quality",Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/globus-medical-inc-685606-07152024,08/13/2024,07/15/2024,"Globus Medical, Inc.",Office of Medical Device and Radiological Health Division I,CGMP/QSR/Drug/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ls-promotions-inc-685889-08052024,08/13/2024,08/05/2024,LS Promotions Inc.,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dream-vapor-llc-688173-08122024,08/12/2024,08/12/2024,Dream Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-cbd-vape-682314-08062024,08/07/2024,08/06/2024,Alohma LLC d/b/a Kure CBD & Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/high-quality-organics-inc-677503-07082024,08/06/2024,07/08/2024,"High Quality Organics, Inc.",Division of Human and Animal Food Operations West V,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/la-parcela-produce-llc-682277-07162024,08/06/2024,07/16/2024,La Parcela Produce LLC,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/velocity-pharma-llc-676434-07172024,08/06/2024,07/17/2024,Velocity Pharma LLC,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/omega-tech-labs-llc-679700-07232024,08/06/2024,07/23/2024,Omega Tech Labs LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/guangzhou-baiyunshan-jingxiutang-pharmaceutical-co-ltd-675823-08012024,08/06/2024,08/01/2024,Guangzhou Baiyunshan Jingxiutang Pharmaceutical Co. Ltd.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/global-supply-allies-inc-dba-vapor-grab-689151-07312024,07/31/2024,07/31/2024,Global Supply Allies Inc. d/b/a Vapor Grab,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smoke-and-vape-company-llc-dba-smoke-and-vape-co-689175-07312024,07/31/2024,07/31/2024,"Smoke and Vape Company, LLC d/b/a Smoke and Vape Co.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smoking-vibes-llc-dba-smoking-vibes-689172-07312024,07/31/2024,07/31/2024,Smoking Vibes LLC d/b/a Smoking Vibes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cavalry-industries-dba-select-vape-689162-07312024,07/31/2024,07/31/2024,Cavalry Industries d/b/a Select Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/htxw-llc-dba-fomo-culture-689163-07312024,07/31/2024,07/31/2024,HTXW LLC d/b/a FOMO Culture,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amazoncom-inc-679523-07252024,07/30/2024,07/25/2024,"Amazon.com, Inc.",Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/walmart-inc-683095-07252024,07/30/2024,07/25/2024,"Walmart, Inc.",Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/isisgold-679948-07252024,07/30/2024,07/25/2024,ISIS.GOLD,Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/skin-beauty-solutions-683006-07252024,07/30/2024,07/25/2024,Skin Beauty Solutions,Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/repare-skincare-680247-07252024,07/30/2024,07/25/2024,Repare Skincare,Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/matte-beauty-679463-07252024,07/30/2024,07/25/2024,Matte Beauty,Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amco-international-manufacturing-design-inc-681557-06252024,07/30/2024,06/25/2024,"AMCO International Manufacturing & Design, Inc.",Center for Devices and Radiological Health,Unapproved Device Violation
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/corporacion-avicola-morovis-inc-681668-07242024,07/30/2024,07/24/2024,Corporacion Avicola Morovis Inc,Office of Regulatory Affairs,PHS Act/Shell Egg Regulation/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-cbd-vape-682254-07242024,07/24/2024,07/24/2024,Alohma LLC d/b/a Kure CBD & Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-cbd-vape-682315-07242024,07/24/2024,07/24/2024,Alohma LLC d/b/a Kure CBD & Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-cbd-vape-682591-07242024,07/24/2024,07/24/2024,"Alohma, LLC d/b/a Kure CBD & Vape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/v10supplierscom-685496-07222024,07/23/2024,07/22/2024,V10Suppliers.com,Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/brassica-pharma-pvt-ltd-679005-07112024,07/23/2024,07/11/2024,Brassica Pharma Pvt. Ltd.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/greenfruit-avocados-llc-679532-07082024,07/23/2024,07/08/2024,"Greenfruit Avocados, LLC",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genuine-virgin-aloe-corp-dba-triderma-679744-07012024,07/23/2024,07/01/2024,Genuine Virgin Aloe Corp dba Triderma,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/yahon-enterprise-co-ltd-675592-06052024,07/23/2024,06/05/2024,"Yahon Enterprise Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/criticare-technologies-inc-686915-07122024,07/23/2024,07/12/2024,"Criticare Technologies, Inc.",Division of Medical Device and Radiological Health Operations East,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/west-coast-laboratories-inc-672954-06122024,07/23/2024,06/12/2024,"West Coast Laboratories, Inc.",Division of Human and Animal Food Operations West V,CGMP/Dietary Supplement/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/white-label-leaf-llcflying-monkey-us-llc-681493-07112024,07/23/2024,07/11/2024,"White Label Leaf, LLC/Flying Monkey US, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Adulterated Human Foods/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/formulation-technology-inc-672905-07092024,07/23/2024,07/09/2024,"Formulation Technology, Inc.",Division of Human and Animal Food Operations West V,New Drugs/Dietary Supplements/Food Labeling/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/key-foods-co-dba-key-food-services-683671-06272024,07/23/2024,06/27/2024,Key Foods Co. dba Key Food Services,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tx-smoke-684762-07162024,07/23/2024,07/16/2024,TX Smoke,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-cbd-vape-682211-07232024,07/23/2024,07/23/2024,Alohma LLC d/b/a Kure CBD & Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-cbd-vape-681587-07232024,07/23/2024,07/23/2024,Alohma LLC d/b/a Kure CBD & Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alohma-llc-dba-kure-vaporium-681029-07232024,07/23/2024,07/23/2024,Alohma LLC d/b/a Kure Vaporium,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jiangsu-caina-medical-co-ltd-687033-07182024,07/18/2024,07/18/2024,"Jiangsu Caina Medical Co., Ltd",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jiangsu-shenli-medical-production-co-ltd-687035-07182024,07/18/2024,07/18/2024,"Jiangsu Shenli Medical Production Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gfire-inc-688176-07152024,07/17/2024,07/15/2024,G&FIRE INC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/earthly-hemps-674916-07152024,07/16/2024,07/15/2024,Earthly Hemps,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated/Unfair or Deceptive Marketing
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/life-leaf-medical-cbd-center-674917-07152024,07/16/2024,07/15/2024,Life Leaf Medical CBD Center,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated/Unfair or Deceptive Marketing
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mary-janes-bakery-co-llc-678010-07152024,07/16/2024,07/15/2024,Mary Jane's Bakery Co. LLC,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated/Unfair or Deceptive Marketing
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shamrockshroomscom-675517-07152024,07/16/2024,07/15/2024,Shamrockshrooms.com,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated/Unfair or Deceptive Marketing
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/grow-god-llc-674690-07152024,07/16/2024,07/15/2024,"Grow God, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated/Unfair or Deceptive Marketing
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hippy-mood-677031-07152024,07/16/2024,07/15/2024,Hippy Mood,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated/Unfair or Deceptive Marketing
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dalian-lingfa-food-co-ltd-681016-06032024,07/16/2024,06/03/2024,"Dalian Lingfa Food Co., Ltd.",Center for Food Safety and Applied Nutrition (CFSAN),"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jiangsu-hengrui-pharmaceuticals-co-ltd-679790-07112024,07/16/2024,07/11/2024,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/arg-laboratories-inc-670899-06112024,07/16/2024,06/11/2024,"ARG Laboratories, Inc.","Office of Pharmaceutical Quality Operations, Division II",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/art-beauty-company-inc-674144-05222024,07/16/2024,05/22/2024,"Art of Beauty Company, Inc.",Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ebs-trading-group-llc-687777-07052024,07/16/2024,07/05/2024,EBS Trading Group LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/massachusetts-institute-technology-mit-663218-06212024,07/16/2024,06/21/2024,Massachusetts Institute of Technology MIT,Center for Biologics Evaluation and Research (CBER),Bioresearch Monitoring Program/IRB
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/max-chemical-inc-682037-06202024,07/16/2024,06/20/2024,Max Chemical Inc.,"Office of Pharmaceutical Quality Operations, Division II",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/discover-fresh-foods-llc-677021-06262024,07/16/2024,06/26/2024,"Discover Fresh Foods, LLC",Division of Human and Animal Food Operations East III,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/yangzhou-suxiang-medical-instrument-co-ltd-686655-07082024,07/16/2024,07/08/2024,"YangZhou SuXiang Medical Instrument Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/donggang-wanrui-food-co-ltd-678557-06252024,07/16/2024,06/25/2024,"Donggang Wanrui Food Co., Ltd.",Center for Food Safety and Applied Nutrition (CFSAN),Seafood HACCP/CGMP for Foods/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cholrem-pty-ltd-dba-cholrem-and-cholrem-pharmaceuticals-684036-07092024,07/16/2024,07/09/2024,Cholrem Pty Ltd dba Cholrem and Cholrem Pharmaceuticals,Center for Drug Evaluation and Research (CDER),Finished Pharmaceuticals/Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/la-vapor-inc-687952-07102024,07/10/2024,07/10/2024,LA VAPOR INC.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/laboratorio-magnachem-international-673796-06182024,07/09/2024,06/18/2024,Laboratorio Magnachem International,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/optikem-international-inc-680264-06202024,07/09/2024,06/20/2024,Optikem International Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sakhon-wattana-thang-chue-hah-684767-06252024,07/09/2024,06/25/2024,Sakhon Wattana Thang Chue Hah,Center for Food Safety and Applied Nutrition (CFSAN),Seafood HACCP/CGMP for Foods/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pepsico-inc-679972-06122024,07/09/2024,06/12/2024,"PepsiCo, Inc.",Division of Human and Animal Food Operations East VI,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/new-mexico-lions-sight-conservation-foundation-inc-dba-new-mexico-lions-eye-bank-681776-06202024,07/09/2024,06/20/2024,"New Mexico Lions Sight Conservation Foundation, Inc. dba New Mexico Lions Eye Bank",Division of Biological Products Operations II,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/choos-enterprises-ltd-683922-06032024,07/09/2024,06/03/2024,Choo's Enterprises Ltd,Center for Food Safety and Applied Nutrition (CFSAN),Acidified Foods/Emergency Permit Control/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ag-essence-inc-678344-06142024,07/09/2024,06/14/2024,"AG Essence, Inc.",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rebom-co-ltd-682811-06262024,07/09/2024,06/26/2024,"reBom Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natural-ginger-corpjonaus-corp-679765-06252024,07/09/2024,06/25/2024,"Natural Ginger, Corp/Jonaus Corp",Division of Human and Animal Food Operations East IV,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fuyang-fuchunjiang-canned-food-co-ltd-682507-05312024,07/09/2024,05/31/2024,"Fuyang Fuchunjiang Canned Food Co., Ltd.",Center for Food Safety and Applied Nutrition (CFSAN),Low Acid Canned Food Regulation/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alien-vape-llc-687489-06282024,07/09/2024,06/28/2024,Alien Vape LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/warlock-vapes-llc-dba-zuluvape-687244-06272024,07/09/2024,06/27/2024,"Warlock Vapes, LLC d/b/a Zuluvape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ecig-charleston-llc-683015-07022024,07/03/2024,07/02/2024,Ecig Charleston LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
