url,posted_date,letter_date,company,issuing_office,subject
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pan-african-food-distributors-inceast-africa-boutique-llc-717171-11132025,01/13/2026,11/13/2025,Pan-African Food Distributors Inc./East Africa Boutique LLC,Human Foods Program,CGMP/Dietary Supplement/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/middle-eastsolis-baking-company-inc-dba-middle-east-baking-co-708017-07252025,01/13/2026,07/25/2025,"Middle East/Soli's Baking Company, Inc. dba Middle East Baking Co.",Human Foods Program,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/winder-laboratories-llc-718601-01072026,01/13/2026,01/07/2026,"Winder Laboratories, LLC",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chemspec-chemicals-private-limited-718403-12232025,01/13/2026,12/23/2025,Chemspec Chemicals Private Limited,Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/purushothaman-damodara-kumaran-md-721325-12222025,01/13/2026,12/22/2025,"Purushothaman Damodara Kumaran, M.D.",Center for Drug Evaluation and Research (CDER),In Vivo Bioavailability-Bioequivalence Studies – Clinical
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/absolutely-natural-715690-12302025,01/06/2026,12/30/2025,Absolutely Natural,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/liquidcapsule-manufacturing-llc-717069-12192025,01/06/2026,12/19/2025,"LiquidCapsule Manufacturing, LLC",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tower-laboratories-ltd-717456-12232025,01/06/2026,12/23/2025,Tower Laboratories Ltd.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bongsocietycom-721343-12302025,01/06/2026,12/30/2025,bongsociety.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/snuzyncom-721342-12302025,01/06/2026,12/30/2025,snuzyn.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/unipack-llc-716621-12192025,12/30/2025,12/19/2025,Unipack LLC,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/palamur-biosciences-private-limited-708579-12112025,12/30/2025,12/11/2025,Palamur Biosciences Private Limited,Center for Devices and Radiological Health,Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/private-label-skin-care-inc-715880-12182025,12/30/2025,12/18/2025,"Private Label Skin Care, Inc.",Center for Drug Evaluation and Research (CDER),CGMP/OTC/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/agebox-inc-718252-12192025,12/30/2025,12/19/2025,Agebox Inc.,Center for Drug Evaluation and Research (CDER),Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/devalingam-mahalingam-md-phd-721145-12112025,12/30/2025,12/11/2025,"Devalingam Mahalingam, M.D., Ph.D.",Center for Drug Evaluation and Research (CDER),Clinical Investigator
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smokespotvapecom-719890-11202025,12/30/2025,11/20/2025,smokespotvape.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/medinatura-new-mexico-inc-716025-12102025,12/23/2025,12/10/2025,"Medinatura New Mexico, Inc.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dynamic-health-group-dba-sarms-america-719257-12122025,12/23/2025,12/12/2025,Dynamic Health Group dba SARMS AMERICA,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/revive-rx-llc-dba-revive-rx-pharmacy-709509-09222025,12/23/2025,09/22/2025,Revive Rx LLC dba Revive Rx Pharmacy,Center for Drug Evaluation and Research (CDER),Compounding Pharmacy/Adulterated Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/prime-sports-nutrition-719433-12122025,12/23/2025,12/12/2025,Prime Sports Nutrition,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/titan-sarms-llc-719645-12122025,12/23/2025,12/12/2025,TITAN SARMS LLC,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pinnacle-professional-research-dba-pinnacle-peptides-719337-12122025,12/23/2025,12/12/2025,Pinnacle Professional Research dba Pinnacle Peptides,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maria-carballosa-md-720805-12122025,12/23/2025,12/12/2025,"Maria A. Carballosa, M.D.",Center for Drug Evaluation and Research (CDER),In Vivo Bioavailability-Bioequivalence Studies – Clinical
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/atomix-llc-719111-12122025,12/23/2025,12/12/2025,Atomix LLC,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sv-labs-corporation-716503-12092025,12/23/2025,12/09/2025,SV Labs Corporation,Center for Veterinary Medicine,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/guangdong-renhe-guozhuang-biotechnology-co-ltd-719045-12162025,12/23/2025,12/16/2025,"Guangdong Renhe Guozhuang Biotechnology Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/king-farm-713276-12042025,12/23/2025,12/04/2025,King Farm,Center for Veterinary Medicine,CGMP/Animal Food/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/darmerica-llc-716152-12082025,12/23/2025,12/08/2025,"Darmerica, LLC",Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tg-supply-llc-dba-transguy-supply-720846-12162025,12/18/2025,12/16/2025,TG Supply LLC d/b/a TransGuy Supply,Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/flux-lab-pte-ltd-dba-fluxion-720847-12162025,12/18/2025,12/16/2025,Flux Lab Pte. Ltd. d/b/a The Fluxion,Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shapeshifter-apparel-llc-720845-12162025,12/18/2025,12/16/2025,"ShapeShifter Apparel, LLC",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/marli-washington-design-llc-720840-12162025,12/18/2025,12/16/2025,"Marli Washington Design, LLC",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genderbender-llc-720842-12162025,12/18/2025,12/16/2025,GenderBender LLC,Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tomboyx-pbc-720849-12162025,12/18/2025,12/16/2025,"TomboyX, PBC",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/flavnt-streetwear-llc-720838-12162025,12/18/2025,12/16/2025,"FLAVNT Streetwear, LLC",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/early-bed-inc-720822-12162025,12/18/2025,12/16/2025,"Early to Bed, Inc.",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tomscout-720850-12162025,12/18/2025,12/16/2025,TOMSCOUT,Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/them-inc-720839-12162025,12/18/2025,12/16/2025,"For Them, Inc.",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/philadelphia-7-inc-dba-passional-boutique-720843-12162025,12/18/2025,12/16/2025,"Philadelphia 7, Inc d/b/a Passional Boutique",Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trans-missie-bv-720852-12162025,12/16/2025,12/16/2025,Trans-Missie B.V.,Center for Devices and Radiological Health,Failure to Register and List/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/harbor-marine-product-inc-710589-11282025,12/16/2025,11/28/2025,Harbor Marine Product Inc.,Office of Compliance and Enforcement,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/longford-water-company-llc-708114-11132025,12/16/2025,11/13/2025,Longford Water Company LLC,Office of Compliance and Enforcement,Processing & Bottling of Bottled Drinking Water Regulations/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/3d-imaging-drug-design-and-development-llc-716213-12042025,12/16/2025,12/04/2025,3D Imaging Drug Design and Development LLC,Center for Drug Evaluation and Research (CDER),CGMP/Positron Emission Tomography (PET) Drugs/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sklar-personal-care-inc-716656-12092025,12/16/2025,12/09/2025,Sklar Personal Care Inc.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/musclepower-enterprise-ltd-dba-monster-king-and-ge-labs-719339-12122025,12/16/2025,12/12/2025,Musclepower Enterprise Ltd. dba MONSTER KING and GE LABS,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/microvascular-tissue-inc-710860-12032025,12/16/2025,12/03/2025,"Microvascular Tissue, Inc.",Center for Biologics Evaluation and Research (CBER),CGMP/Deviations/Biologics License Application (BLA)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/green-valley-fertility-partners-720249-12032025,12/16/2025,12/03/2025,Green Valley Fertility Partners,Center for Biologics Evaluation and Research (CBER),"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/north-creek-farm-709020-09242025,12/16/2025,09/24/2025,North Creek Farm,Human Foods Program,PHS Act/Shell Egg Regulation/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bedner-growers-inc-706726-11172025,12/16/2025,11/17/2025,"Bedner Growers, Inc.",Human Foods Program,Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/giantvapescom-720366-12052025,12/16/2025,12/05/2025,giantvapes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/upper-limits-719675-12112025,12/16/2025,12/11/2025,Upper Limits,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/relevantvapescom-720466-12052025,12/16/2025,12/05/2025,relevantvapes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/target-corporation-720399-12122025,12/15/2025,12/12/2025,Target Corporation,Human Foods Program,Infant Botulism Outbreak
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/albertsons-companies-incorporated-720465-12122025,12/15/2025,12/12/2025,The Albertsons Companies Incorporated,Human Foods Program,Infant Botulism Outbreak
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kroger-company-720464-12122025,12/15/2025,12/12/2025,The Kroger Company,Human Foods Program,Infant Botulism Outbreak
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/walmart-inc-720400-12122025,12/15/2025,12/12/2025,"Walmart, Inc.",Human Foods Program,Infant Botulism Outbreak
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/catalent-indiana-llc-718189-11202025,12/11/2025,11/20/2025,"Catalent Indiana, LLC",Office of Manufacturing Quality,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/devere-manufacturing-inc-715846-11122025,12/09/2025,11/12/2025,DeVere Manufacturing Inc.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/envoy-medical-inc-718762-11112025,12/09/2025,11/11/2025,Envoy Medical Inc.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
